season,season_year,population_reference_year,population_year,population_year_used,team_raw,club_name,city_he,city_en,settlement_code,population_total,district_he,subdistrict_he,municipal_status_he,team_attendance_raw,stadium,capacity,total_spectators,average_attendance,attendance_per_1000_residents,total_spectators_per_resident,average_attendance_pct_of_population,stadium_capacity_utilization_pct,team_budget_raw,budget_min_million_nis,budget_max_million_nis,budget_mid_million_nis,budget_min_nis,budget_max_nis,budget_mid_nis,data_source,source_note,budget_nis_per_resident,budget_million_nis_per_100k_residents,attendance_per_budget_million,total_spectators_per_budget_million,predicted_population_model,residual_population_model,residual_pct_population_model,predicted_budget_model,residual_budget_model,residual_pct_budget_model,predicted_market_budget_model,residual_market_budget_model,residual_pct_market_budget_model
2014/15,2014,2024,2024,2024,Hapoel Acre,Hapoel Acre,עכו,Acre,7600,52884.0,הצפון,עכו,עירייה,Hapoel Acre,Unknown,5000,26800,3350,63.34619166477573,0.5067695333182058,6.334619166477573,67.0,,,,,,,,,,,,,,3689.1375381247303,-339.1375381247303,-9.192867834825194,,,,,,
2014/15,2014,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Hapoel Petah Tikva,Unknown,11500,36650,5236,19.363690491599577,0.13553843707355318,1.9363690491599577,45.530434782608694,,,,,,,,,,,,,,5420.019700326961,-184.01970032696136,-3.3951850823689886,,,,,,
2014/15,2014,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,24616,4103,15.17364822135849,0.0910344929605071,1.5173648221358491,35.678260869565214,,,,,,,,,,,,,,5420.019700326961,-1317.0197003269614,-24.29916814227654,,,,,,
2014/15,2014,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,12000,4000,163.68621352866555,0.49105864058599663,16.368621352866555,28.985507246376812,,,,,,,,,,,,,,3462.7738417664036,537.2261582335964,15.514329921111761,,,,,,
2014/15,2014,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,18750,2083,25.10757807697407,0.2260043633909092,2.510757807697407,35.91379310344828,,,,,,,,,,,,,,3928.4876848102194,-1845.4876848102194,-46.97705154952962,,,,,,
2014/15,2014,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,41250,10313,20.83855324307941,0.08335017175186907,2.083855324307941,35.37907375643224,Hapoel Tel Aviv,30.0,40.0,35.0,30000000.0,40000000.0,35000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",70.72135785007072,7.072135785007072,294.65714285714284,1178.5714285714287,7206.428486538347,3106.571513461653,43.10833749706596,6905.025487562505,3407.974512437495,49.35498816877677,6990.223112117524,3322.7768878824763,47.53463279480245
2014/15,2014,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,168293,12946,26.158819963629018,0.34005455647605576,2.615881996362902,44.41166380789022,Maccabi Tel Aviv,125.0,125.0,125.0,125000000.0,125000000.0,125000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",252.57627803596685,25.257627803596687,103.568,1346.344,7206.428486538347,5739.571513461653,79.64516020915504,15664.274726574356,-2718.2747265743565,-17.353339200332194,15613.389967840754,-2667.3899678407543,-17.08398991721104
2015/16,2015,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,195000,15000,67.08797917589126,0.8721437292865865,6.708797917589127,93.01748728761007,Hapoel Be'er Sheva,48.0,48.0,48.0,48000000.0,48000000.0,48000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",214.68153336285204,21.468153336285205,312.5,4062.5,5047.486821334047,9952.513178665953,197.1775961177351,8170.250377641995,6829.749622358005,83.59290482758901,7906.794206224673,7093.205793775327,89.7102619439767
2015/16,2015,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,60240,4634,15.598334472184542,0.2027716160130334,1.559833447218454,15.035691109669047,,,,,,,,,,,,,,5632.3226995479745,-998.3226995479745,-17.724884613377984,,,,,,
2015/16,2015,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,269079,20698,69.67076540899345,0.9057367806303289,6.9670765408993445,67.24496426250812,Maccabi Haifa,60.0,80.0,70.0,60000000.0,80000000.0,70000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",235.62438779734956,23.562438779734954,295.6857142857143,3843.9857142857145,5632.3226995479745,15065.677300452026,267.48604623916754,10311.40019162267,10386.59980837733,100.72928618186845,10103.801583306271,10594.198416693729,104.85358732892878
2015/16,2015,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,127900,9838,9.368176576511377,0.12179200895871165,0.9368176576511378,29.367164179104478,Beitar Jerusalem,35.0,45.0,40.0,35000000.0,45000000.0,40000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",38.089760424929366,3.8089760424929366,245.95,3197.5,11624.773787155538,-1786.7737871555382,-15.370396188954514,7391.650445285386,2446.349554714614,33.096120721928465,8142.592069801884,1695.4079301981164,20.82147694081115
2015/16,2015,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,Hapoel Kfar Saba,Unknown,5800,35200,2708,27.240720249471885,0.3540891258424706,2.7240720249471884,46.689655172413794,,,,,,,,,,,,,,4059.3627758217635,-1351.3627758217635,-33.29002236190133,,,,,,
2015/16,2015,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,60150,4627,19.705125802769874,0.2561623767098785,1.9705125802769876,33.99706098457017,,,,,,,,,,,,,,5136.808454252184,-509.80845425218376,-9.924614841929154,,,,,,
2015/16,2015,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,37100,2854,84.62313941765996,1.1000415110004151,8.462313941765997,33.576470588235296,,,,,,,,,,,,,,3536.6899796885923,-682.6899796885923,-19.30307670758022,,,,,,
2015/16,2015,2024,2024,2024,Hapoel Acre,Hapoel Acre,עכו,Acre,7600,52884.0,הצפון,עכו,עירייה,Hapoel Acre,Unknown,5000,26650,2050,38.7640874366538,0.5039331366764995,3.8764087436653805,41.0,,,,,,,,,,,,,,3689.1375381247303,-1639.1375381247303,-44.43145643623631,,,,,,
2015/16,2015,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,52950,4073,15.062702706700739,0.19581883337093153,1.506270270670074,35.41739130434783,,,,,,,,,,,,,,5420.019700326961,-1347.0197003269614,-24.8526716654868,,,,,,
2015/16,2015,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,23400,1800,73.65879608789949,0.9575643491426935,7.36587960878995,13.043478260869565,,,,,,,,,,,,,,3462.7738417664036,-1662.7738417664036,-48.01855153549971,,,,,,
2015/16,2015,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,27650,2127,25.63793498306474,0.3332811012137941,2.563793498306474,36.672413793103445,,,,,,,,,,,,,,3928.4876848102194,-1801.4876848102194,-45.85702767443567,,,,,,
2015/16,2015,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,55300,4254,8.595675894120024,0.11173974540311174,0.8595675894120025,70.66445182724253,,,,,,,,,,,,,,7206.428486538347,-2952.428486538347,-40.9693718886339,,,,,,
2015/16,2015,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,126323,9717,19.63426954940392,0.25524954536269956,1.9634269549403922,33.33447684391081,Hapoel Tel Aviv,25.0,35.0,30.0,25000000.0,35000000.0,30000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",60.61830672863205,6.061830672863205,323.9,4210.766666666666,7206.428486538347,2510.571513461653,34.837943901773485,6418.400529839625,3298.599470160375,51.39285799982315,6511.158286799566,3205.8417132004342,49.236120087877694
2015/16,2015,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,150555,11581,23.400687007476257,0.30421297231763994,2.3400687007476257,39.72898799313894,Maccabi Tel Aviv,163.0,163.0,163.0,163000000.0,163000000.0,163000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",329.3594665589008,32.93594665589008,71.04907975460122,923.6503067484663,7206.428486538347,4374.571513461653,60.703738636043916,19362.62440526825,-7781.624405268249,-40.18889300538721,19254.28264025723,-7673.282640257228,-39.852342378177106
2016/17,2016,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,32000,2462,10.771694332391212,0.14000577523822857,1.0771694332391213,30.024390243902438,,,,,,,,,,,,,,5087.074805634067,-2625.074805634067,-51.60283475145144,,,,,,
2016/17,2016,2024,2024,2024,H. Ashkelon,Hapoel Ashkelon,אשקלון,Ashkelon,7100,166865.0,הדרום,אשקלון,עירייה,Hapoel Ashkelon,Unknown,10000,36210,2785,16.690138734905464,0.2170017678962035,1.6690138734905462,27.85,,,,,,,,,,,,,,4596.128098627365,-1811.128098627365,-39.40551829197839,,,,,,
2016/17,2016,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,188072,14467,64.70411964917459,0.8411580279712148,6.470411964917459,89.71226590599034,Hapoel Be'er Sheva,80.0,90.0,85.0,80000000.0,90000000.0,85000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",380.1652153300505,38.016521533005054,170.2,2212.6117647058823,5047.486821334047,9419.513178665953,186.61788553568493,11771.275064791313,2695.7249352086874,22.900874547327373,11451.873913577558,3015.1260864224423,26.328669955470364
2016/17,2016,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,63700,4900,16.49370714581447,0.2144181928955881,1.6493707145814467,15.898767034393252,,,,,,,,,,,,,,5632.3226995479745,-732.3226995479745,-13.002143851003911,,,,,,
2016/17,2016,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,284587,21891,73.68647818959685,0.9579376807154902,7.368647818959685,71.12085769980507,Maccabi Haifa,84.0,84.0,84.0,84000000.0,84000000.0,84000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",282.7492653568195,28.274926535681946,260.60714285714283,3387.940476190476,5632.3226995479745,16258.677300452026,288.6673610117701,11673.950073246735,10217.049926753265,87.52007557551357,11445.18309419655,10445.81690580345,91.26823764925311
2016/17,2016,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,106500,8192,7.800782935025534,0.10141398713137444,0.7800782935025534,24.453731343283582,Beitar Jerusalem,30.0,45.0,37.5,30000000.0,45000000.0,37500000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",35.70915039837128,3.570915039837128,218.45333333333335,2840.0,11624.773787155538,-3432.7737871555382,-29.529811504362208,7148.3379664239455,1043.6620335760545,14.600065616345791,7903.059657142905,288.94034285709495,3.6560567095801475
2016/17,2016,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,Hapoel Kfar Saba,Unknown,5800,29920,2302,23.1566240820843,0.3009757569661,2.31566240820843,39.689655172413794,,,,,,,,,,,,,,4059.3627758217635,-1757.3627758217635,-43.29159212595896,,,,,,
2016/17,2016,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,42000,3231,95.80145881515745,1.2453300124533002,9.580145881515744,38.01176470588235,,,,,,,,,,,,,,3536.6899796885923,-305.6899796885923,-8.643392025995688,,,,,,
2016/17,2016,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,44850,3450,12.758734185641432,0.16586354441333861,1.2758734185641432,30.0,,,,,,,,,,,,,,5420.019700326961,-1970.0197003269614,-36.347094830819906,,,,,,
2016/17,2016,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,19390,1492,61.05495764619225,0.7934689200802062,6.105495764619225,10.81159420289855,,,,,,,,,,,,,,3462.7738417664036,-1970.7738417664036,-56.91315493942531,,,,,,
2016/17,2016,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,22550,1735,20.9129370924388,0.2718079143714668,2.09129370924388,29.913793103448278,,,,,,,,,,,,,,3928.4876848102194,-2193.4876848102194,-55.835422197999954,,,,,,
2016/17,2016,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,43050,3312,6.692261062840978,0.086987270155587,0.6692261062840977,55.01661129568106,,,,,,,,,,,,,,7206.428486538347,-3894.428486538347,-54.041034248978725,,,,,,
2016/17,2016,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,102700,7900,15.962820771873107,0.20751667003435037,1.5962820771873105,27.101200686106345,,,,,,,,,,,,,,7206.428486538347,693.571513461653,9.624344635588196,,,,,,
2016/17,2016,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,123871,9529,19.254394827237824,0.250295009092746,1.9254394827237824,32.689536878216124,Maccabi Tel Aviv,163.0,163.0,163.0,163000000.0,163000000.0,163000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",329.3594665589008,32.93594665589008,58.4601226993865,759.9447852760736,7206.428486538347,2322.571513461653,32.2291620294329,19362.62440526825,-9833.624405268249,-50.786629949774174,19254.28264025723,-9725.282640257228,-50.50971164162418
2017/18,2017,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,26500,2038,8.916617810484682,0.11594228261915804,0.8916617810484683,24.853658536585364,,,,,,,,,,,,,,5087.074805634067,-3049.074805634067,-59.93768368133957,,,,,,
2017/18,2017,2024,2024,2024,H. Ashkelon,Hapoel Ashkelon,אשקלון,Ashkelon,7100,166865.0,הדרום,אשקלון,עירייה,Hapoel Ashkelon,Unknown,10000,33770,2598,15.569472327929764,0.20237916878914092,1.5569472327929763,25.979999999999997,,,,,,,,,,,,,,4596.128098627365,-1998.128098627365,-43.47416033126027,,,,,,
2017/18,2017,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,187657,14435,64.5609986269327,0.8393019272140151,6.45609986269327,89.51382859977676,Hapoel Be'er Sheva,80.0,80.0,80.0,80000000.0,80000000.0,80000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",357.8025556047534,35.78025556047534,180.4375,2345.7125,5047.486821334047,9387.513178665953,185.9839066639671,11284.650107068432,3150.3498929315683,27.917125148242437,10972.809088259599,3462.190911740401,31.552457387095036
2017/18,2017,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,89505,6885,23.17534157121074,0.3012794404257396,2.317534157121074,22.339390006489293,,,,,,,,,,,,,,5632.3226995479745,1252.6773004520255,22.240865221599606,,,,,,
2017/18,2017,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,219239,16865,56.768647145747146,0.737972216518616,5.676864714574715,54.79207277452891,Maccabi Haifa,90.0,90.0,90.0,90000000.0,90000000.0,90000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",302.94564145373516,30.294564145373517,187.38888888888889,2435.988888888889,5632.3226995479745,11232.677300452026,199.43241713322837,12257.900022514194,4607.099977485806,37.584741016192865,12020.060884578099,4844.939115421901,40.30710960572607
2017/18,2017,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,140495,12772,12.162060503679948,0.13378552227251128,1.2162060503679948,38.12537313432836,Beitar Jerusalem,45.0,45.0,45.0,45000000.0,45000000.0,45000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",42.850980478045535,4.285098047804554,283.8222222222222,3122.1111111111113,11624.773787155538,1147.2262128444618,9.868804622349353,7878.275403008267,4893.724596991733,62.11669872727599,8621.65689511984,4150.343104880159,48.1385788760557
2017/18,2017,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,89698,6900,29.385210295896293,0.3819992163943921,2.938521029589629,50.69801616458487,,,,,,,,,,,,,,5136.808454252184,1763.1915457478162,34.3246504410393,,,,,,
2017/18,2017,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,17950,1381,40.9476368380478,0.5322303267508747,4.09476368380478,16.24705882352941,,,,,,,,,,,,,,3536.6899796885923,-2155.6899796885923,-60.95218953509751,,,,,,
2017/18,2017,2024,2024,2024,Hapoel Acre,Hapoel Acre,עכו,Acre,7600,52884.0,הצפון,עכו,עירייה,Hapoel Acre,Unknown,5000,22400,1723,32.58074275773391,0.4235685651614855,3.2580742757733905,34.46,,,,,,,,,,,,,,3689.1375381247303,-1966.1375381247303,-53.29531679982203,,,,,,
2017/18,2017,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,33970,2613,9.663354326690161,0.12562730443079403,0.9663354326690162,22.72173913043478,,,,,,,,,,,,,,5420.019700326961,-2807.0197003269614,-51.7898431283862,,,,,,
2017/18,2017,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,17230,1325,54.22105823137046,0.7050783647747269,5.422105823137046,9.601449275362318,,,,,,,,,,,,,,3462.7738417664036,-2137.7738417664036,-61.735878213631736,,,,,,
2017/18,2017,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,21926,1687,20.334365922158067,0.26428648915781733,2.033436592215807,29.086206896551726,,,,,,,,,,,,,,3928.4876848102194,-2241.4876848102194,-57.05726642537516,,,,,,
2017/18,2017,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,48450,3727,7.530814305920388,0.09789856536674076,0.7530814305920388,61.91029900332226,,,,,,,,,,,,,,7206.428486538347,-3479.428486538347,-48.282287030780104,,,,,,
2017/18,2017,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,130689,10053,20.3131945847646,0.2640715296019398,2.03131945847646,34.48713550600343,Maccabi Tel Aviv,120.0,120.0,120.0,120000000.0,120000000.0,120000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",242.4732269145282,24.24732269145282,83.775,1089.075,7206.428486538347,2846.571513461653,39.500447673616215,15177.649768851476,-5124.6497688514755,-33.764448691974714,15134.325142522797,-5081.325142522797,-33.57483795723297
2018/19,2018,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,25660,1974,8.636606260008225,0.11226713101915455,0.8636606260008225,24.073170731707314,,,,,,,,,,,,,,5087.074805634067,-3113.074805634067,-61.195774085851,,,,,,
2018/19,2018,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,177841,13680,61.184237008412836,0.7953995536413119,6.118423700841284,84.83194840630038,Hapoel Be'er Sheva,80.0,80.0,80.0,80000000.0,80000000.0,80000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",357.8025556047534,35.78025556047534,171.0,2223.0125,5047.486821334047,8632.513178665953,171.0259676593744,11284.650107068432,2395.3498929315683,21.226620854032323,10972.809088259599,2707.190911740401,24.67181275063804
2018/19,2018,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,42850,3296,30.52586733843333,0.39685479837738713,3.052586733843333,109.86666666666667,,,,,,,,,,,,,,4127.509810504251,-831.5098105042507,-20.1455562476947,,,,,,
2018/19,2018,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,80536,6195,20.852758320065433,0.2710892242235335,2.0852758320065434,20.100584036340038,,,,,,,,,,,,,,5632.3226995479745,562.6773004520255,9.99014670265934,,,,,,
2018/19,2018,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,218465,16805,56.566683384777996,0.7353668840021139,5.656668338477799,54.59714100064977,Maccabi Haifa,90.0,90.0,90.0,90000000.0,90000000.0,90000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",302.94564145373516,30.294564145373517,186.72222222222223,2427.3888888888887,5632.3226995479745,11172.677300452026,198.36713726201617,12257.900022514194,4547.099977485806,37.09526076354113,12020.060884578099,4784.939115421901,39.807944080891
2018/19,2018,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,153233,11787,11.224100153216062,0.14591520647983006,1.1224100153216061,35.18507462686567,Beitar Jerusalem,56.0,56.0,56.0,56000000.0,56000000.0,56000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",53.32566459490111,5.332566459490112,210.48214285714286,2736.3035714285716,11624.773787155538,162.22621284446177,1.3955214597268895,8948.850309998605,2838.1496900013954,31.715243765227736,9675.599510819346,2111.4004891806544,21.8219086767664
2018/19,2018,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,75870,5836,24.853925693746486,0.323109551470964,2.485392569374649,42.88023512123439,,,,,,,,,,,,,,5136.808454252184,699.1915457478162,13.611399996218168,,,,,,
2018/19,2018,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,22210,2019,59.86479274150507,0.658542370871138,5.986479274150507,23.75294117647059,,,,,,,,,,,,,,3536.6899796885923,-1517.6899796885923,-42.91272315087753,,,,,,
2018/19,2018,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,38500,2962,10.954020480542006,0.14238007714411452,1.0954020480542006,25.756521739130434,,,,,,,,,,,,,,5420.019700326961,-2458.0197003269614,-45.35075214170683,,,,,,
2018/19,2018,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,21660,1666,68.1753079346892,0.8863608462577239,6.81753079346892,12.072463768115941,,,,,,,,,,,,,,3462.7738417664036,-1796.7738417664036,-51.88828158785695,,,,,,
2018/19,2018,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,24101,1854,22.347311452093102,0.2905029953111628,2.23473114520931,31.96551724137931,,,,,,,,,,,,,,3928.4876848102194,-2074.4876848102194,-52.80626671763222,,,,,,
