season,season_year,population_reference_year,population_year,population_year_used,team_raw,club_name,city_he,city_en,settlement_code,population_total,district_he,subdistrict_he,municipal_status_he,team_budget_raw,budget_min_million_nis,budget_max_million_nis,budget_mid_million_nis,budget_min_nis,budget_max_nis,budget_mid_nis,data_source,source_note,budget_nis_per_resident,budget_million_nis_per_100k_residents
2022/23,2022,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,37.0,37.0,37.0,37000000.0,37000000.0,37000000.0,Sport5/Media (2021-2025),Includes debts; Sport5,35.23302839305966,3.5233028393059667
2022/23,2022,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),6.5M of this is player wages; Sport5,19.044880212464683,1.9044880212464683
2022/23,2022,2024,2024,2024,Ness Ziona,Sektzia Ness Ziona,נס ציונה,Ness Ziona,7200,47268.0,המרכז,רחובות,עירייה,Sektzia Ness Ziona,16.0,16.0,16.0,16000000.0,16000000.0,16000000.0,Sport5/Media (2021-2025),Sport5,338.4953880003385,33.84953880003385
2022/23,2022,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,28.0,28.0,28.0,28000000.0,28000000.0,28000000.0,Sport5/Media (2021-2025),Sport5,119.24433163552118,11.924433163552118
2022/23,2022,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Bnei Sakhnin,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,593.0142916444287,59.301429164442865
2022/23,2022,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,24.0,24.0,24.0,24000000.0,24000000.0,24000000.0,Sport5/Media (2021-2025),Sport5,982.1172811719933,98.21172811719933
2022/23,2022,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Bnei Reineh,12.0,12.0,12.0,12000000.0,12000000.0,12000000.0,Sport5/Media (2021-2025),Sport5,581.0012588360609,58.10012588360608
2022/23,2022,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,33.0,33.0,33.0,33000000.0,33000000.0,33000000.0,Sport5/Media (2021-2025),Sport5,66.68013740149526,6.668013740149526
2022/23,2022,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,110.0,110.0,110.0,110000000.0,110000000.0,110000000.0,Sport5/Media (2021-2025),Sport5 'כסף קונה תארים?' 20.8.2022,222.26712467165083,22.226712467165083
2023/24,2023,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,MS Ashdod,25.0,25.0,25.0,25000000.0,25000000.0,25000000.0,Sport5/Media (2021-2025),Sport5,109.37951190486608,10.937951190486608
2023/24,2023,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,65.0,65.0,65.0,65000000.0,65000000.0,65000000.0,Sport5/Media (2021-2025),Sport5,290.71457642886213,29.071457642886212
2023/24,2023,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,18.0,18.0,18.0,18000000.0,18000000.0,18000000.0,Sport5/Media (2021-2025),Sport5,166.70679978513346,16.670679978513345
2023/24,2023,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,22.0,22.0,22.0,22000000.0,22000000.0,22000000.0,Sport5/Media (2021-2025),Sport5 (club claimed higher),74.05337902202415,7.405337902202415
2023/24,2023,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,100.0,100.0,100.0,100000000.0,100000000.0,100000000.0,Sport5/Media (2021-2025),Sport5,336.60626828192795,33.6606268281928
2023/24,2023,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,51.0,51.0,51.0,51000000.0,51000000.0,51000000.0,Sport5/Media (2021-2025),Includes 15M debts; Sport5,48.564444541784944,4.856444454178495
2023/24,2023,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,22.0,22.0,22.0,22000000.0,22000000.0,22000000.0,Sport5/Media (2021-2025),Sport5,20.94936823371115,2.094936823371115
2023/24,2023,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,30.0,30.0,30.0,30000000.0,30000000.0,30000000.0,Sport5/Media (2021-2025),Sport5,127.76178389520126,12.776178389520128
2023/24,2023,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Bnei Sakhnin,19.0,19.0,19.0,19000000.0,19000000.0,19000000.0,Sport5/Media (2021-2025),Sport5,563.3635770622072,56.33635770622072
2023/24,2023,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Hapoel Petah Tikva,22.0,22.0,22.0,22000000.0,22000000.0,22000000.0,Sport5/Media (2021-2025),Sport5,81.36004408235115,8.136004408235115
2023/24,2023,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,28.0,28.0,28.0,28000000.0,28000000.0,28000000.0,Sport5/Media (2021-2025),Includes youth department; Sport5,103.54914701390148,10.354914701390147
2023/24,2023,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Bnei Reineh,13.5,13.5,13.5,13500000.0,13500000.0,13500000.0,Sport5/Media (2021-2025),Sport5,653.6264161905684,65.36264161905683
2023/24,2023,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,30.0,30.0,30.0,30000000.0,30000000.0,30000000.0,Sport5/Media (2021-2025),Sport5,60.61830672863205,6.061830672863205
2023/24,2023,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,120.0,120.0,120.0,120000000.0,120000000.0,120000000.0,Sport5/Media (2021-2025),Sport5 'כסף מדבר' 26.8.2023,242.4732269145282,24.24732269145282
2024/25,2024,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,MS Ashdod,18.0,18.0,18.0,18000000.0,18000000.0,18000000.0,Sport5/Media (2021-2025),Sport5,78.75324857150358,7.875324857150357
2024/25,2024,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,70.0,70.0,70.0,70000000.0,70000000.0,70000000.0,Sport5/Media (2021-2025),Sport5,313.0772361541592,31.307723615415924
2024/25,2024,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,22.0,22.0,22.0,22000000.0,22000000.0,22000000.0,Sport5/Media (2021-2025),Sport5,203.7527552929409,20.37527552929409
2024/25,2024,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,29.0,29.0,29.0,29000000.0,29000000.0,29000000.0,Sport5/Media (2021-2025),Includes youth department; Sport5,97.6158178017591,9.76158178017591
2024/25,2024,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,105.0,110.0,107.5,105000000.0,110000000.0,107500000.0,Sport5/Media (2021-2025),Range 105–110; Sport5,361.85173840307255,36.18517384030725
2024/25,2024,2024,2024,2024,Ironi Tiberias,Ironi Tiberias,טבריה,Tiberias,6700,52122.0,הצפון,כנרת,עירייה,Ironi Tiberias,16.0,16.0,16.0,16000000.0,16000000.0,16000000.0,Sport5/Media (2021-2025),Sport5,306.97210391005717,30.69721039100572
2024/25,2024,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,51.0,51.0,51.0,51000000.0,51000000.0,51000000.0,Sport5/Media (2021-2025),Includes past debts; Sport5,48.564444541784944,4.856444454178495
2024/25,2024,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,33.0,33.0,33.0,33000000.0,33000000.0,33000000.0,Sport5/Media (2021-2025),Includes women & youth; Sport5,31.42405235056673,3.142405235056673
2024/25,2024,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,31.0,31.0,31.0,31000000.0,31000000.0,31000000.0,Sport5/Media (2021-2025),Sport5,132.02051002504132,13.20205100250413
2024/25,2024,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Bnei Sakhnin,20.5,20.5,20.5,20500000.0,20500000.0,20500000.0,Sport5/Media (2021-2025),Sport5,607.8396489355393,60.78396489355393
2024/25,2024,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,26.0,26.0,26.0,26000000.0,26000000.0,26000000.0,Sport5/Media (2021-2025),Includes youth department; Sport5,96.15277937005136,9.615277937005136
2024/25,2024,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,818.4310676433278,81.84310676433277
2024/25,2024,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Bnei Reineh,17.0,17.0,17.0,17000000.0,17000000.0,17000000.0,Sport5/Media (2021-2025),Sport5,823.0851166844195,82.30851166844195
2024/25,2024,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,120.0,120.0,120.0,120000000.0,120000000.0,120000000.0,Sport5/Media (2021-2025),Sport5 'ליגת הכסף' 24.8.2024,242.4732269145282,24.24732269145282
2025/26,2025,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,Ironi Tiberias,Ironi Tiberias,טבריה,Tiberias,6700,52122.0,הצפון,כנרת,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,,,,,,,,,,,
2025/26,2025,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
2025/26,2025,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
